Algorithm,JSM,F-15,JSM-tet,F-15-tet
DP-Hash-Sort-FNV1A,1.46291,,,
DP-Hash-Sort-MinPointID,6.277321,,,
DP-Hash-Fight-FNV1A,1.4748240000000001,,,
DP-Hash-Fight-MinPointID,5.720629000000001,,,
DP-Hash-Count-FNV1A,1.401874,3.0309850000000003,2.503244,6.528233
DP-Hash-Count-MinPointID,1.9120899999999998,3.1622879999999998,3.772953,9.237044000000001
