Algorithm,JSM,F-15,JSM-tet,F-15-tet
P-Hash-Sort-FNV1A,1.462442,,,
P-Hash-Sort-MinPointID,10.281039999999999,,,
P-Hash-Fight-FNV1A,1.4770299999999998,,,
P-Hash-Fight-MinPointID,5.722004,,,
P-Hash-Count-FNV1A,1.3533000000000002,2.980168,2.52836,6.71464
P-Hash-Count-MinPointID,1.8777540000000001,3.1757690000000003,3.6548899999999995,8.965204
